enterprise_id,gst_score,upi_score,aa_score,epfo_score,overall_score,risk_tier,confidence,actual_default
MSME102983,64.7,73.9,67.0,,68.0,B - Moderate,3/4,0
MSME102984,,84.2,90.4,,87.6,A - Strong,2/4,0
MSME102985,67.1,73.4,69.0,,69.5,B - Moderate,3/4,0
MSME102986,,,,64.2,64.2,B - Moderate,1/4,0
MSME102987,84.0,,86.1,,85.0,A - Strong,2/4,0
MSME102988,65.5,76.1,70.8,,70.2,B - Moderate,3/4,0
MSME102989,59.2,75.3,,,65.9,B - Moderate,2/4,0
MSME102990,50.4,55.4,,,52.5,C - Weak,2/4,0
MSME102991,38.2,46.9,26.0,,36.6,C - Weak,3/4,1
MSME102992,,76.9,,,76.9,A - Strong,1/4,0
MSME102993,89.1,89.6,88.8,,89.1,A - Strong,3/4,0
MSME102994,,,,,,Unscoreable,0/4,1
MSME102995,45.3,,,,45.3,C - Weak,1/4,1
MSME102996,76.5,,83.5,,79.7,A - Strong,2/4,0
MSME102997,,46.1,40.4,55.2,44.9,C - Weak,3/4,1
MSME102998,74.5,90.0,,,81.0,A - Strong,2/4,0
MSME102999,,48.5,62.7,,56.2,B - Moderate,2/4,0
MSME103000,87.7,92.8,,79.1,88.3,A - Strong,3/4,0
MSME103001,50.6,45.1,,,48.3,C - Weak,2/4,0
MSME103002,,49.2,,,49.2,C - Weak,1/4,0
MSME103003,48.2,74.2,66.8,,61.6,B - Moderate,3/4,0
MSME103004,58.7,72.6,,,64.5,B - Moderate,2/4,0
MSME103005,70.0,,,83.8,73.1,B - Moderate,2/4,0
MSME103006,,81.8,73.0,,77.0,A - Strong,2/4,0
MSME103007,,64.1,,,64.1,B - Moderate,1/4,0
MSME103008,,,,52.4,52.4,C - Weak,1/4,0
MSME103009,,47.4,,,47.4,C - Weak,1/4,0
MSME103010,35.0,35.2,,,35.1,C - Weak,2/4,0
MSME103011,77.7,92.3,,,83.8,A - Strong,2/4,0
MSME103012,67.6,,,60.6,66.0,B - Moderate,2/4,0
MSME103013,51.0,37.0,,57.2,46.9,C - Weak,3/4,1
MSME103014,,40.9,,,40.9,C - Weak,1/4,0
MSME103015,80.6,,,,80.6,A - Strong,1/4,0
MSME103016,77.5,86.6,68.3,,77.0,A - Strong,3/4,0
MSME103017,,49.2,,,49.2,C - Weak,1/4,0
MSME103018,,74.1,84.2,,79.6,A - Strong,2/4,0
MSME103019,75.0,66.6,78.1,,73.7,B - Moderate,3/4,0
MSME103020,,21.8,,,21.8,D - High Risk,1/4,0
MSME103021,41.7,,,,41.7,C - Weak,1/4,0
MSME103022,61.2,40.1,,,52.4,C - Weak,2/4,0
MSME103023,,64.8,85.8,87.7,78.0,A - Strong,3/4,0
MSME103024,21.6,28.8,,,24.6,D - High Risk,2/4,0
MSME103025,80.9,90.7,87.4,70.9,84.3,A - Strong,4/4,0
MSME103026,,67.0,73.3,,70.4,B - Moderate,2/4,0
MSME103027,,,,,,Unscoreable,0/4,0
MSME103028,19.6,20.8,31.2,,23.8,D - High Risk,3/4,1
MSME103029,,67.8,,,67.8,B - Moderate,1/4,0
MSME103030,70.0,,76.3,,72.9,B - Moderate,2/4,0
MSME103031,63.9,64.0,,,63.9,B - Moderate,2/4,1
MSME103032,57.0,78.7,45.8,,59.3,B - Moderate,3/4,0
MSME103033,,65.8,,,65.8,B - Moderate,1/4,0
MSME103034,,,,64.7,64.7,B - Moderate,1/4,0
MSME103035,65.0,60.7,72.2,,66.2,B - Moderate,3/4,0
MSME103036,34.4,46.6,27.6,24.3,34.4,D - High Risk,4/4,0
MSME103037,67.9,64.9,79.9,,71.1,B - Moderate,3/4,0
MSME103038,81.9,86.6,,,83.9,A - Strong,2/4,0
MSME103039,,54.6,,74.8,60.4,B - Moderate,2/4,0
MSME103040,72.8,72.8,,,72.8,B - Moderate,2/4,0
MSME103041,29.2,54.4,,,39.7,C - Weak,2/4,1
MSME103042,74.3,80.4,53.1,,68.9,B - Moderate,3/4,0
MSME103043,36.4,42.8,,,39.1,C - Weak,2/4,0
MSME103044,,,,,,Unscoreable,0/4,0
MSME103045,,25.4,,24.1,25.0,D - High Risk,2/4,0
MSME103046,,35.0,14.4,,23.8,D - High Risk,2/4,1
MSME103047,79.0,,77.6,88.8,79.7,A - Strong,3/4,0
MSME103048,50.6,57.7,51.9,,53.0,C - Weak,3/4,0
MSME103049,54.5,77.6,,,64.1,B - Moderate,2/4,0
MSME103050,,27.5,,,27.5,D - High Risk,1/4,1
MSME103051,,65.7,54.2,72.2,61.4,B - Moderate,3/4,0
MSME103052,54.7,,54.7,51.5,54.3,C - Weak,3/4,0
MSME103053,65.4,71.2,69.1,65.7,68.0,B - Moderate,4/4,0
MSME103054,,,,,,Unscoreable,0/4,0
MSME103055,43.1,51.7,,,46.7,C - Weak,2/4,0
MSME103056,83.9,82.7,,81.1,83.1,A - Strong,3/4,0
MSME103057,,58.2,65.2,,62.0,B - Moderate,2/4,0
MSME103058,,33.6,,,33.6,D - High Risk,1/4,0
MSME103059,,76.3,,88.9,79.9,A - Strong,2/4,0
MSME103060,,,61.6,42.4,56.8,B - Moderate,2/4,0
MSME103061,82.8,89.1,,,85.4,A - Strong,2/4,0
MSME103062,,37.5,,,37.5,C - Weak,1/4,1
MSME103063,66.5,,,,66.5,B - Moderate,1/4,0
MSME103064,54.0,53.9,47.1,,51.7,C - Weak,3/4,1
MSME103065,35.9,49.4,,,41.5,C - Weak,2/4,0
MSME103066,,49.6,,,49.6,C - Weak,1/4,0
MSME103067,24.0,32.1,,,27.4,D - High Risk,2/4,0
MSME103068,81.1,91.8,77.5,59.7,80.6,A - Strong,4/4,0
MSME103069,,65.0,41.8,,52.3,C - Weak,2/4,0
MSME103070,,59.7,66.5,,63.4,B - Moderate,2/4,0
MSME103071,,66.9,53.4,,59.5,B - Moderate,2/4,0
MSME103072,,68.1,61.2,76.1,66.1,B - Moderate,3/4,0
MSME103073,,25.0,33.4,,29.6,D - High Risk,2/4,0
MSME103074,34.3,35.4,67.1,,45.5,C - Weak,3/4,0
MSME103075,88.3,84.5,90.2,,87.9,A - Strong,3/4,0
MSME103076,72.0,63.7,64.0,,67.0,B - Moderate,3/4,0
MSME103077,73.9,70.0,,,72.3,B - Moderate,2/4,0
MSME103078,,73.6,,,73.6,B - Moderate,1/4,0
MSME103079,67.5,69.1,,,68.2,B - Moderate,2/4,0
MSME103080,,77.7,61.9,,69.1,B - Moderate,2/4,0
MSME103081,45.2,53.3,49.9,,49.0,C - Weak,3/4,0
MSME103082,,78.8,90.5,,85.2,A - Strong,2/4,0
MSME103083,,,64.0,60.5,63.1,B - Moderate,2/4,0
MSME103084,49.2,56.2,52.1,48.3,51.7,C - Weak,4/4,0
MSME103085,,48.6,39.5,,43.6,C - Weak,2/4,0
MSME103086,,84.6,89.2,,87.1,A - Strong,2/4,0
MSME103087,,18.5,,,18.5,D - High Risk,1/4,0
MSME103088,,56.2,,,56.2,B - Moderate,1/4,0
MSME103089,73.6,,76.1,80.6,75.5,A - Strong,3/4,0
MSME103090,25.9,31.9,,,28.4,D - High Risk,2/4,0
MSME103091,,66.4,70.3,71.6,69.0,B - Moderate,3/4,0
MSME103092,49.4,,,,49.4,C - Weak,1/4,0
MSME103093,65.8,,78.3,75.0,72.0,B - Moderate,3/4,0
MSME103094,,,,,,Unscoreable,0/4,0
MSME103095,,82.6,59.3,,69.9,B - Moderate,2/4,0
MSME103096,,83.3,,,83.3,A - Strong,1/4,0
MSME103097,,34.2,,,34.2,D - High Risk,1/4,1
MSME103098,,26.1,,,26.1,D - High Risk,1/4,1
MSME103099,,79.8,,,79.8,A - Strong,1/4,0
MSME103100,30.0,36.8,26.3,36.9,31.3,D - High Risk,4/4,0
MSME103101,72.7,70.5,42.2,,61.9,B - Moderate,3/4,0
MSME103102,42.6,,18.9,23.9,30.6,D - High Risk,3/4,0
MSME103103,78.5,83.9,59.5,,73.7,B - Moderate,3/4,0
MSME103104,64.7,83.6,,,72.6,B - Moderate,2/4,0
MSME103105,64.4,,70.2,,67.1,B - Moderate,2/4,0
MSME103106,58.3,46.0,,,53.2,C - Weak,2/4,0
MSME103107,31.6,26.3,14.9,,24.6,D - High Risk,3/4,1
MSME103108,63.3,,,,63.3,B - Moderate,1/4,0
MSME103109,57.2,,,35.2,52.3,C - Weak,2/4,0
MSME103110,47.5,59.7,48.4,,51.2,C - Weak,3/4,0
MSME103111,49.4,66.5,,,56.5,B - Moderate,2/4,0
MSME103112,69.3,,52.3,,61.5,B - Moderate,2/4,0
MSME103113,40.4,53.1,,45.1,45.6,C - Weak,3/4,0
MSME103114,,,,,,Unscoreable,0/4,0
MSME103115,86.0,93.1,78.9,,85.6,A - Strong,3/4,0
MSME103116,48.2,77.7,,,60.5,B - Moderate,2/4,0
MSME103117,67.5,60.4,53.5,61.2,60.9,B - Moderate,4/4,0
MSME103118,86.3,94.2,,,89.6,A - Strong,2/4,0
MSME103119,67.7,,75.7,,71.4,B - Moderate,2/4,0
MSME103120,,83.4,,,83.4,A - Strong,1/4,0
MSME103121,39.1,30.0,,42.4,36.3,C - Weak,3/4,1
MSME103122,,56.6,32.3,,43.3,C - Weak,2/4,0
MSME103123,60.2,51.1,,44.9,54.8,C - Weak,3/4,0
MSME103124,,23.7,,,23.7,D - High Risk,1/4,0
MSME103125,16.5,25.2,,,20.1,D - High Risk,2/4,0
MSME103126,52.3,61.8,54.5,,55.7,B - Moderate,3/4,0
MSME103127,,56.5,68.4,,63.0,B - Moderate,2/4,0
MSME103128,84.0,92.7,80.7,87.3,85.5,A - Strong,4/4,0
MSME103129,82.9,,83.1,86.3,83.4,A - Strong,3/4,0
MSME103130,,55.0,,,55.0,B - Moderate,1/4,0
MSME103131,81.0,91.8,84.6,93.1,86.0,A - Strong,4/4,0
MSME103132,72.7,80.0,65.4,,72.3,B - Moderate,3/4,0
MSME103133,,58.8,58.1,,58.4,B - Moderate,2/4,0
MSME103134,,66.8,61.0,,63.6,B - Moderate,2/4,0
MSME103135,51.5,,,39.9,48.9,C - Weak,2/4,0
MSME103136,,66.7,,,66.7,B - Moderate,1/4,0
MSME103137,79.3,85.7,,,82.0,A - Strong,2/4,0
MSME103138,,,,,,Unscoreable,0/4,0
MSME103139,,44.7,36.4,,40.2,C - Weak,2/4,0
MSME103140,,29.6,,,29.6,D - High Risk,1/4,0
MSME103141,,37.0,,,37.0,C - Weak,1/4,0
MSME103142,,62.7,,,62.7,B - Moderate,1/4,0
MSME103143,15.7,27.8,,,20.7,D - High Risk,2/4,0
MSME103144,88.2,92.5,85.9,,88.6,A - Strong,3/4,0
MSME103145,84.1,,77.6,,81.1,A - Strong,2/4,0
MSME103146,,,16.7,28.2,19.6,D - High Risk,2/4,1
MSME103147,71.0,76.1,,,73.1,B - Moderate,2/4,0
MSME103148,85.6,,88.6,89.2,87.3,A - Strong,3/4,0
MSME103149,,,,,,Unscoreable,0/4,0
MSME103150,86.2,90.1,73.4,,83.0,A - Strong,3/4,0
MSME103151,28.7,37.5,,,32.4,D - High Risk,2/4,0
MSME103152,,34.6,44.3,,39.9,C - Weak,2/4,1
MSME103153,,46.3,39.2,,42.4,C - Weak,2/4,0
MSME103154,40.9,,,75.8,48.7,C - Weak,2/4,0
MSME103155,,23.9,30.4,,27.4,D - High Risk,2/4,1
MSME103156,,50.8,,,50.8,C - Weak,1/4,1
MSME103157,21.4,24.0,17.1,,20.7,D - High Risk,3/4,0
MSME103158,,42.6,45.8,,44.3,C - Weak,2/4,0
MSME103159,65.3,73.5,,,68.7,B - Moderate,2/4,0
MSME103160,41.6,41.9,22.6,,35.4,C - Weak,3/4,0
MSME103161,90.9,93.7,,,92.1,A - Strong,2/4,0
MSME103162,,81.1,79.1,,80.0,A - Strong,2/4,0
MSME103163,26.2,37.8,32.0,29.7,31.2,D - High Risk,4/4,0
MSME103164,,82.2,75.4,,78.5,A - Strong,2/4,0
MSME103165,60.2,84.9,80.5,,73.8,B - Moderate,3/4,0
MSME103166,32.4,34.7,35.8,,34.2,D - High Risk,3/4,1
MSME103167,25.5,27.9,,,26.5,D - High Risk,2/4,0
MSME103168,43.9,28.1,35.8,,36.8,C - Weak,3/4,0
MSME103169,44.9,63.4,61.1,,55.4,B - Moderate,3/4,0
MSME103170,,32.6,25.6,,28.8,D - High Risk,2/4,1
MSME103171,,57.1,52.3,,54.5,C - Weak,2/4,0
MSME103172,84.3,89.6,,88.5,86.8,A - Strong,3/4,0
MSME103173,70.4,86.3,,67.4,75.7,A - Strong,3/4,0
MSME103174,47.4,,71.1,,58.3,B - Moderate,2/4,0
MSME103175,28.8,58.0,,,41.0,C - Weak,2/4,0
MSME103176,,,39.7,,39.7,C - Weak,1/4,0
MSME103177,,31.8,,,31.8,D - High Risk,1/4,0
MSME103178,,41.2,,,41.2,C - Weak,1/4,0
MSME103179,57.5,49.3,60.2,,56.1,B - Moderate,3/4,0
MSME103180,82.1,,,86.2,83.0,A - Strong,2/4,0
MSME103181,75.8,81.7,,,78.3,A - Strong,2/4,0
MSME103182,,55.9,,,55.9,B - Moderate,1/4,0
MSME103183,,56.1,,,56.1,B - Moderate,1/4,0
MSME103184,64.3,,69.4,,66.7,B - Moderate,2/4,0
MSME103185,62.0,51.6,,,57.7,B - Moderate,2/4,0
MSME103186,,61.7,23.2,,40.7,C - Weak,2/4,0
MSME103187,,46.5,,88.3,58.4,B - Moderate,2/4,0
MSME103188,31.2,34.3,36.6,,33.9,D - High Risk,3/4,0
MSME103189,36.9,42.2,,,39.1,C - Weak,2/4,0
MSME103190,57.7,74.4,,,64.7,B - Moderate,2/4,0
MSME103191,61.3,60.8,63.7,,62.0,B - Moderate,3/4,0
MSME103192,,65.8,,,65.8,B - Moderate,1/4,0
MSME103193,,64.5,76.4,,71.0,B - Moderate,2/4,0
MSME103194,,34.5,54.2,,45.2,C - Weak,2/4,0
MSME103195,,60.2,,49.0,57.0,B - Moderate,2/4,0
MSME103196,,23.9,29.7,,27.1,D - High Risk,2/4,1
MSME103197,68.6,,73.3,,70.8,B - Moderate,2/4,0
MSME103198,,54.1,,,54.1,C - Weak,1/4,1
MSME103199,55.9,,76.5,79.0,67.2,B - Moderate,3/4,0
MSME103200,,67.7,56.9,,61.8,B - Moderate,2/4,0
MSME103201,39.0,62.0,33.5,,43.6,C - Weak,3/4,0
MSME103202,,64.6,,,64.6,B - Moderate,1/4,0
MSME103203,22.7,,,38.5,26.2,D - High Risk,2/4,0
MSME103204,,,,,,Unscoreable,0/4,0
MSME103205,,41.0,,,41.0,C - Weak,1/4,1
MSME103206,68.7,83.5,75.0,,74.9,B - Moderate,3/4,0
MSME103207,79.4,64.6,92.4,,79.6,A - Strong,3/4,0
MSME103208,,81.8,,44.8,71.2,B - Moderate,2/4,0
MSME103209,85.5,91.7,,,88.1,A - Strong,2/4,0
MSME103210,,61.0,,,61.0,B - Moderate,1/4,0
MSME103211,80.3,79.8,76.9,84.5,79.6,A - Strong,4/4,0
MSME103212,,60.4,67.5,54.1,62.7,B - Moderate,3/4,1
MSME103213,,30.7,,,30.7,D - High Risk,1/4,0
MSME103214,79.2,80.7,,,79.8,A - Strong,2/4,0
MSME103215,71.5,59.3,68.8,,67.2,B - Moderate,3/4,0
MSME103216,,35.2,,40.2,36.6,C - Weak,2/4,0
MSME103217,32.7,45.9,,,38.2,C - Weak,2/4,1
MSME103218,73.6,84.6,,,78.2,A - Strong,2/4,0
MSME103219,,,87.9,,87.9,A - Strong,1/4,0
MSME103220,,79.0,,,79.0,A - Strong,1/4,0
MSME103221,79.4,86.4,79.6,,81.4,A - Strong,3/4,0
MSME103222,,,77.3,,77.3,A - Strong,1/4,0
MSME103223,,,63.4,,63.4,B - Moderate,1/4,0
MSME103224,19.9,26.2,,,22.5,D - High Risk,2/4,1
MSME103225,47.2,60.8,,52.9,52.9,C - Weak,3/4,0
MSME103226,,82.1,,,82.1,A - Strong,1/4,0
MSME103227,,23.0,,,23.0,D - High Risk,1/4,0
MSME103228,,84.4,79.4,,81.7,A - Strong,2/4,0
MSME103229,67.6,76.1,,,71.1,B - Moderate,2/4,0
MSME103230,59.1,47.9,,,54.4,C - Weak,2/4,0
MSME103231,,65.7,,,65.7,B - Moderate,1/4,0
MSME103232,17.9,30.7,,16.8,22.3,D - High Risk,3/4,1
MSME103233,,26.6,,,26.6,D - High Risk,1/4,0
MSME103234,46.9,56.5,56.7,,52.8,C - Weak,3/4,0
MSME103235,42.3,31.9,,,38.0,C - Weak,2/4,0
MSME103236,48.8,,,,48.8,C - Weak,1/4,0
MSME103237,45.4,52.0,,,48.1,C - Weak,2/4,0
MSME103238,,47.8,35.4,,41.0,C - Weak,2/4,0
MSME103239,68.9,69.9,,,69.3,B - Moderate,2/4,0
MSME103240,80.8,93.4,,,86.1,A - Strong,2/4,0
MSME103241,46.0,75.2,,,58.2,B - Moderate,2/4,0
MSME103242,79.1,79.8,82.3,,80.4,A - Strong,3/4,0
MSME103243,35.3,49.6,,,41.3,C - Weak,2/4,0
MSME103244,77.2,82.0,71.8,,76.7,A - Strong,3/4,0
MSME103245,56.2,64.2,,48.7,58.0,B - Moderate,3/4,0
MSME103246,31.3,27.3,36.4,,31.9,D - High Risk,3/4,0
MSME103247,59.0,,65.4,57.8,61.4,B - Moderate,3/4,1
MSME103248,59.3,,67.3,,63.0,B - Moderate,2/4,0
MSME103249,,51.3,61.9,,57.1,B - Moderate,2/4,0
MSME103250,26.0,29.0,19.2,,24.6,D - High Risk,3/4,0
MSME103251,,38.9,40.1,,39.6,C - Weak,2/4,0
MSME103252,,,,,,Unscoreable,0/4,0
MSME103253,,72.3,64.3,51.0,65.3,B - Moderate,3/4,1
MSME103254,,,50.6,,50.6,C - Weak,1/4,0
MSME103255,,60.1,,,60.1,B - Moderate,1/4,0
MSME103256,,72.8,,,72.8,B - Moderate,1/4,0
MSME103257,55.1,45.4,42.7,,48.3,C - Weak,3/4,0
MSME103258,,66.1,,,66.1,B - Moderate,1/4,0
MSME103259,,65.4,,,65.4,B - Moderate,1/4,0
MSME103260,26.2,33.7,,19.8,28.0,D - High Risk,3/4,0
MSME103261,,,25.3,38.8,28.7,D - High Risk,2/4,0
MSME103262,,33.2,59.5,,47.5,C - Weak,2/4,0
MSME103263,,89.8,,,89.8,A - Strong,1/4,0
MSME103264,,23.4,,19.1,22.2,D - High Risk,2/4,0
MSME103265,44.4,50.7,,,47.0,C - Weak,2/4,1
MSME103266,74.0,81.4,89.6,,81.3,A - Strong,3/4,0
MSME103267,88.1,,91.7,91.6,90.0,A - Strong,3/4,0
MSME103268,87.9,,,91.5,88.7,A - Strong,2/4,0
MSME103269,,41.6,32.7,,36.7,C - Weak,2/4,0
MSME103270,90.6,92.0,91.0,91.8,91.2,A - Strong,4/4,0
MSME103271,57.8,56.1,53.3,,55.8,B - Moderate,3/4,0
MSME103272,66.1,71.8,,,68.5,B - Moderate,2/4,0
MSME103273,,24.0,,30.7,25.9,D - High Risk,2/4,0
MSME103274,,50.9,60.0,,55.9,B - Moderate,2/4,0
MSME103275,82.5,,81.7,,82.1,A - Strong,2/4,0
MSME103276,,77.1,,,77.1,A - Strong,1/4,0
MSME103277,,36.0,,,36.0,C - Weak,1/4,0
MSME103278,88.2,82.0,84.6,,85.3,A - Strong,3/4,0
MSME103279,,37.9,,,37.9,C - Weak,1/4,0
MSME103280,74.2,,73.9,,74.1,B - Moderate,2/4,0
MSME103281,70.9,75.3,,,72.7,B - Moderate,2/4,0
MSME103282,70.1,74.3,,,71.8,B - Moderate,2/4,0
MSME103283,,63.7,,,63.7,B - Moderate,1/4,0
MSME103284,32.9,34.7,,,33.7,D - High Risk,2/4,0
MSME103285,77.0,93.8,77.4,83.8,82.0,A - Strong,4/4,0
MSME103286,68.9,87.0,79.6,80.0,77.7,A - Strong,4/4,0
MSME103287,,85.6,82.2,79.8,83.1,A - Strong,3/4,0
MSME103288,,46.8,,,46.8,C - Weak,1/4,0
MSME103289,60.8,47.3,63.3,,57.9,B - Moderate,3/4,0
MSME103290,,66.9,50.7,,58.1,B - Moderate,2/4,0
MSME103291,48.5,50.7,50.8,57.2,50.6,C - Weak,4/4,0
MSME103292,69.1,59.6,76.9,,69.1,B - Moderate,3/4,0
MSME103293,45.9,53.0,,37.5,47.2,C - Weak,3/4,0
MSME103294,54.6,50.9,66.2,,57.4,B - Moderate,3/4,0
MSME103295,,,56.4,74.8,61.0,B - Moderate,2/4,0
MSME103296,,28.9,,,28.9,D - High Risk,1/4,0
MSME103297,,56.8,,,56.8,B - Moderate,1/4,0
MSME103298,47.1,62.4,62.0,,56.3,B - Moderate,3/4,0
MSME103299,,84.9,,,84.9,A - Strong,1/4,0
MSME103300,57.9,,67.0,42.3,59.5,B - Moderate,3/4,0
MSME103301,,33.8,21.2,31.2,27.6,D - High Risk,3/4,0
MSME103302,83.7,93.2,85.5,,86.9,A - Strong,3/4,0
MSME103303,26.3,,,,26.3,D - High Risk,1/4,0
MSME103304,63.7,,50.1,,57.4,B - Moderate,2/4,0
MSME103305,89.8,92.4,,,90.9,A - Strong,2/4,0
MSME103306,,28.6,40.9,,35.3,C - Weak,2/4,0
MSME103307,49.5,52.8,61.9,,54.6,C - Weak,3/4,0
MSME103308,,81.9,79.6,,80.6,A - Strong,2/4,0
MSME103309,,36.0,49.6,,43.4,C - Weak,2/4,0
MSME103310,82.2,92.6,71.2,,81.4,A - Strong,3/4,0
MSME103311,53.2,,58.9,56.4,55.9,B - Moderate,3/4,1
MSME103312,26.8,34.1,,,29.8,D - High Risk,2/4,0
MSME103313,,,58.7,,58.7,B - Moderate,1/4,0
MSME103314,30.1,31.7,26.0,,29.2,D - High Risk,3/4,0
MSME103315,42.5,,56.3,,48.9,C - Weak,2/4,0
MSME103316,83.3,,77.5,81.2,80.7,A - Strong,3/4,0
MSME103317,63.1,82.8,,,71.3,B - Moderate,2/4,0
MSME103318,,56.6,,,56.6,B - Moderate,1/4,0
MSME103319,,37.1,,,37.1,C - Weak,1/4,0
MSME103320,34.5,48.2,,,40.2,C - Weak,2/4,0
MSME103321,,62.1,52.5,54.8,56.5,B - Moderate,3/4,0
MSME103322,89.1,87.8,90.4,92.6,89.5,A - Strong,4/4,0
MSME103323,,78.6,,,78.6,A - Strong,1/4,0
MSME103324,,,,,,Unscoreable,0/4,1
MSME103325,71.3,,77.7,,74.3,B - Moderate,2/4,0
MSME103326,,49.8,64.0,,57.5,B - Moderate,2/4,0
MSME103327,76.6,85.2,,48.6,75.7,A - Strong,3/4,0
MSME103328,,69.4,35.6,,51.0,C - Weak,2/4,0
MSME103329,,77.6,,,77.6,A - Strong,1/4,0
MSME103330,51.2,63.7,,68.6,58.1,B - Moderate,3/4,0
MSME103331,41.7,55.7,33.7,46.5,43.3,C - Weak,4/4,0
MSME103332,,71.0,,,71.0,B - Moderate,1/4,0
MSME103333,,47.1,,,47.1,C - Weak,1/4,0
MSME103334,45.0,44.7,,,44.9,C - Weak,2/4,0
MSME103335,,55.1,,,55.1,B - Moderate,1/4,0
MSME103336,77.9,70.5,,,74.8,B - Moderate,2/4,0
MSME103337,,,35.5,,35.5,C - Weak,1/4,1
MSME103338,,25.7,23.0,26.3,24.5,D - High Risk,3/4,1
MSME103339,88.4,92.3,85.6,,88.5,A - Strong,3/4,0
MSME103340,,26.0,,,26.0,D - High Risk,1/4,1
MSME103341,84.9,88.0,83.2,,85.2,A - Strong,3/4,0
MSME103342,,42.5,,,42.5,C - Weak,1/4,1
MSME103343,,25.7,,,25.7,D - High Risk,1/4,0
MSME103344,41.9,,,,41.9,C - Weak,1/4,0
MSME103345,44.3,60.9,37.5,,46.6,C - Weak,3/4,0
MSME103346,91.2,91.2,,,91.2,A - Strong,2/4,0
MSME103347,,39.4,,,39.4,C - Weak,1/4,0
MSME103348,,,51.5,77.1,57.9,B - Moderate,2/4,0
MSME103349,,42.2,,,42.2,C - Weak,1/4,0
MSME103350,,32.9,,,32.9,D - High Risk,1/4,1
MSME103351,,27.5,29.1,,28.4,D - High Risk,2/4,0
MSME103352,85.2,85.5,,,85.3,A - Strong,2/4,0
MSME103353,,56.9,,,56.9,B - Moderate,1/4,0
MSME103354,89.7,93.4,81.4,,88.0,A - Strong,3/4,0
MSME103355,,32.1,38.5,,35.6,C - Weak,2/4,0
MSME103356,61.0,69.1,,,64.4,B - Moderate,2/4,0
MSME103357,46.4,46.5,43.4,,45.4,C - Weak,3/4,0
MSME103358,68.1,75.9,58.3,,67.0,B - Moderate,3/4,0
MSME103359,40.1,42.6,45.3,,42.5,C - Weak,3/4,0
MSME103360,86.2,83.3,,66.5,82.4,A - Strong,3/4,0
MSME103361,,82.6,67.5,70.7,73.8,B - Moderate,3/4,0
MSME103362,,33.0,,,33.0,D - High Risk,1/4,1
MSME103363,,35.4,,42.5,37.4,C - Weak,2/4,0
MSME103364,65.0,80.7,61.6,,68.2,B - Moderate,3/4,0
MSME103365,78.3,65.8,,,73.1,B - Moderate,2/4,0
MSME103366,,,,,,Unscoreable,0/4,0
MSME103367,54.6,57.6,,68.4,57.6,B - Moderate,3/4,0
MSME103368,73.1,81.7,,,76.7,A - Strong,2/4,0
MSME103369,,60.2,47.1,,53.1,C - Weak,2/4,0
MSME103370,90.9,93.9,89.8,88.9,91.1,A - Strong,4/4,0
MSME103371,,47.1,,73.4,54.6,C - Weak,2/4,0
MSME103372,72.2,78.0,72.0,,73.7,B - Moderate,3/4,0
MSME103373,,47.4,,,47.4,C - Weak,1/4,0
MSME103374,59.9,85.7,,58.4,68.9,B - Moderate,3/4,0
MSME103375,75.8,89.6,67.9,,77.0,A - Strong,3/4,0
MSME103376,57.2,66.2,67.6,,63.2,B - Moderate,3/4,0
MSME103377,35.1,,,52.3,38.9,C - Weak,2/4,0
MSME103378,66.8,66.2,52.7,,61.9,B - Moderate,3/4,0
MSME103379,85.0,,85.9,84.2,85.3,A - Strong,3/4,0
MSME103380,17.4,17.6,,,17.5,D - High Risk,2/4,1
MSME103381,70.2,,,83.6,73.2,B - Moderate,2/4,0
MSME103382,42.3,,26.6,28.1,34.1,D - High Risk,3/4,1
MSME103383,65.6,,83.1,,73.7,B - Moderate,2/4,0
MSME103384,32.4,30.6,,,31.6,D - High Risk,2/4,1
MSME103385,73.6,,89.5,,80.9,A - Strong,2/4,0
MSME103386,52.6,33.2,,,44.5,C - Weak,2/4,0
MSME103387,,24.2,32.8,32.6,29.5,D - High Risk,3/4,0
MSME103388,45.6,66.0,,,54.1,C - Weak,2/4,1
MSME103389,90.7,93.2,,92.5,91.9,A - Strong,3/4,0
MSME103390,75.3,72.4,,,74.1,B - Moderate,2/4,0
MSME103391,87.0,,,,87.0,A - Strong,1/4,0
MSME103392,79.3,82.0,,77.7,80.0,A - Strong,3/4,0
MSME103393,84.9,91.9,,92.0,88.4,A - Strong,3/4,0
MSME103394,79.4,78.5,74.9,79.9,77.9,A - Strong,4/4,0
MSME103395,,,36.9,45.5,39.0,C - Weak,2/4,0
MSME103396,,50.0,70.4,,61.1,B - Moderate,2/4,0
MSME103397,73.2,87.1,72.8,,76.9,A - Strong,3/4,0
MSME103398,90.8,92.5,86.8,92.4,90.2,A - Strong,4/4,0
MSME103399,,,,,,Unscoreable,0/4,0
MSME103400,,,,,,Unscoreable,0/4,0
MSME103401,,38.0,28.2,23.6,31.3,D - High Risk,3/4,0
MSME103402,,35.5,,28.7,33.6,D - High Risk,2/4,1
MSME103403,,41.4,,40.2,41.1,C - Weak,2/4,0
MSME103404,37.6,,,,37.6,C - Weak,1/4,0
MSME103405,71.6,76.9,72.5,,73.4,B - Moderate,3/4,0
MSME103406,,57.0,65.3,,61.5,B - Moderate,2/4,0
MSME103407,79.8,83.0,,,81.1,A - Strong,2/4,0
MSME103408,48.6,60.0,,,53.3,C - Weak,2/4,1
