enterprise_id,period,upi_monthly_txn_count,upi_avg_inflow_inr,aa_trade_payable_days,aa_cash_flow_ratio,default_flag
MSME102461,T-60,12.51,40944.31,62.64,1.12,0
MSME102461,T-30,13.49,38898.8,68.23,1.08,0
MSME102462,T-90,10.99,31860.23,,,0
MSME102462,T-60,11.32,32063.14,,,0
MSME102462,T-30,11.31,32571.66,,,0
MSME102463,T-90,4.12,13693.14,86.46,0.31,0
MSME102463,T-60,3.88,14083.13,85.77,0.33,0
MSME102463,T-30,3.91,15941.65,83.07,0.35,0
MSME102464,T-90,2.91,10422.97,,,0
MSME102464,T-60,3.04,9809.16,,,0
MSME102464,T-30,2.99,11176.13,,,0
MSME102465,T-90,42.73,106572.58,,,0
MSME102465,T-60,44.84,101214.37,,,0
MSME102465,T-30,42.56,107835.22,,,0
MSME102466,T-90,53.87,93956.9,,,0
MSME102466,T-60,52.41,103297.53,,,0
MSME102466,T-30,51.45,103580.28,,,0
MSME102467,T-90,6.06,24628.37,80.52,0.69,0
MSME102467,T-60,6.54,25504.36,86.45,0.67,0
MSME102467,T-30,6.47,26085.46,81.74,0.64,0
MSME102468,T-90,12.48,40191.08,,,0
MSME102468,T-60,12.72,41040.33,,,0
MSME102468,T-30,12.75,40160.1,,,0
MSME102469,T-90,4.95,26496.24,,,0
MSME102469,T-60,5.18,23757.52,,,0
MSME102469,T-30,5.38,25377.33,,,0
MSME102470,T-90,4.13,11281.85,80.7,0.0,0
MSME102470,T-60,4.2,12911.29,79.4,0.0,0
MSME102470,T-30,4.24,13489.83,81.12,0.0,0
MSME102471,T-90,96.86,248427.68,,,0
MSME102471,T-60,104.24,239765.54,,,0
MSME102471,T-30,104.52,254745.29,,,0
MSME102472,T-90,63.88,136178.45,,,0
MSME102472,T-60,63.46,156292.37,,,0
MSME102472,T-30,65.54,158498.87,,,0
MSME102473,T-90,11.87,19957.57,,,0
MSME102473,T-60,13.19,18944.1,,,0
MSME102473,T-30,13.6,19076.59,,,0
MSME102474,T-90,8.93,24926.18,55.65,0.44,0
MSME102474,T-60,9.25,24163.06,56.72,0.45,0
MSME102474,T-30,9.29,27710.64,59.21,0.47,0
MSME102475,T-90,2.89,18005.29,96.23,0.27,0
MSME102475,T-60,3.12,19031.93,93.97,0.28,0
MSME102475,T-30,3.21,20900.25,91.89,0.27,0
MSME102476,T-90,13.25,26701.01,59.31,1.42,0
MSME102476,T-60,14.22,28776.03,78.25,1.39,0
MSME102476,T-30,13.66,30225.07,66.67,1.25,0
MSME102477,T-90,7.12,31272.53,,,0
MSME102477,T-60,7.24,35256.89,,,0
MSME102477,T-30,8.33,33167.92,,,0
MSME102478,T-90,7.25,26684.0,,,1
MSME102478,T-60,6.6,26494.68,,,1
MSME102478,T-30,6.14,26970.19,,,1
MSME102479,T-90,703.11,1937517.38,60.6,1.13,0
MSME102479,T-60,736.64,1736962.47,58.82,1.16,0
MSME102479,T-30,737.07,1778990.67,58.89,1.22,0
MSME102480,T-90,9.72,19207.76,,,0
MSME102480,T-60,10.35,20374.69,,,0
MSME102480,T-30,11.19,20915.4,,,0
MSME102481,T-90,5.74,13165.25,,,0
MSME102481,T-60,6.17,13572.3,,,0
MSME102481,T-30,7.04,11814.33,,,0
MSME102482,T-90,16.04,26427.88,94.9,0.56,0
MSME102482,T-60,15.96,26142.81,99.88,0.57,0
MSME102482,T-30,16.32,25427.42,92.67,0.55,0
MSME102483,T-90,11.37,17471.4,101.3,0.28,0
MSME102483,T-60,11.02,16985.58,97.75,0.28,0
MSME102483,T-30,11.31,16468.93,96.18,0.28,0
MSME102484,T-90,10.85,36016.06,,,0
MSME102484,T-60,11.67,35083.95,,,0
MSME102484,T-30,12.67,37409.89,,,0
MSME102485,T-90,10.73,18231.16,37.57,1.26,0
MSME102485,T-60,11.03,20809.99,41.36,1.33,0
MSME102485,T-30,11.06,19701.22,35.78,1.28,0
MSME102486,T-90,,,23.76,1.72,0
MSME102486,T-60,,,21.69,1.69,0
MSME102486,T-30,,,20.69,1.75,0
MSME102487,T-90,,,,,0
MSME102487,T-60,,,,,0
MSME102487,T-30,,,,,0
MSME102488,T-90,8.8,22399.31,,,1
MSME102488,T-60,8.17,22165.64,,,1
MSME102488,T-30,7.74,19170.43,,,1
MSME102489,T-90,5.28,13176.87,,,1
MSME102489,T-60,4.97,12090.71,,,1
MSME102489,T-30,4.69,11909.52,,,1
MSME102490,T-90,,,55.83,1.59,0
MSME102490,T-60,,,48.71,1.72,0
MSME102490,T-30,,,56.92,1.69,0
MSME102491,T-90,7.33,11805.55,75.23,0.0,1
MSME102491,T-60,6.11,10610.07,77.51,0.0,1
MSME102491,T-30,5.66,10396.64,84.38,0.0,1
MSME102492,T-90,16.35,31302.23,67.99,1.18,0
MSME102492,T-60,16.48,32934.14,71.7,1.1,0
MSME102492,T-30,15.37,31311.14,74.47,1.05,0
MSME102493,T-90,459.39,1093355.35,,,0
MSME102493,T-60,455.12,1045461.6,,,0
MSME102493,T-30,463.78,1021757.12,,,0
MSME102494,T-90,75.54,167906.0,,,0
MSME102494,T-60,76.29,162203.04,,,0
MSME102494,T-30,77.05,181900.11,,,0
MSME102495,T-90,12.34,19987.45,,,1
MSME102495,T-60,10.9,21387.15,,,1
MSME102495,T-30,10.16,20226.56,,,1
MSME102496,T-90,1.01,17930.86,94.86,0.24,0
MSME102496,T-60,1.0,17403.34,99.8,0.23,0
MSME102496,T-30,1.04,18908.65,93.5,0.22,0
MSME102497,T-90,2.97,6243.01,,,0
MSME102497,T-60,3.09,6899.7,,,0
MSME102497,T-30,3.3,6614.93,,,0
MSME102498,T-90,51.18,109008.36,,,0
MSME102498,T-60,50.81,110689.13,,,0
MSME102498,T-30,48.91,112996.72,,,0
MSME102499,T-90,21.38,30094.55,,,0
MSME102499,T-60,22.38,31005.64,,,0
MSME102499,T-30,23.0,34335.83,,,0
MSME102500,T-90,,,,,1
MSME102500,T-60,,,,,1
MSME102500,T-30,,,,,1
MSME102501,T-90,,,63.41,0.59,0
MSME102501,T-60,,,62.03,0.56,0
MSME102501,T-30,,,64.45,0.58,0
MSME102502,T-90,398.49,748253.81,,,0
MSME102502,T-60,386.45,818525.75,,,0
MSME102502,T-30,425.5,843826.91,,,0
MSME102503,T-90,,,56.65,0.76,0
MSME102503,T-60,,,60.99,0.77,0
MSME102503,T-30,,,52.19,0.74,0
MSME102504,T-90,4.14,16737.92,105.76,0.0,0
MSME102504,T-60,3.97,16878.3,91.7,0.0,0
MSME102504,T-30,4.37,17728.81,94.54,0.0,0
MSME102505,T-90,,,68.81,0.81,0
MSME102505,T-60,,,66.75,0.78,0
MSME102505,T-30,,,66.0,0.84,0
MSME102506,T-90,1023.52,1870287.09,48.53,1.0,0
MSME102506,T-60,1101.08,2016635.33,52.1,0.98,0
MSME102506,T-30,1125.63,1964700.2,53.43,0.95,0
MSME102507,T-90,10.19,29943.06,72.68,0.0,0
MSME102507,T-60,9.82,29097.4,69.72,0.0,0
MSME102507,T-30,10.03,33625.11,70.19,0.0,0
MSME102508,T-90,6.04,21841.91,,,0
MSME102508,T-60,6.16,20396.78,,,0
MSME102508,T-30,6.8,21828.05,,,0
MSME102509,T-90,47.2,156579.98,87.42,1.02,0
MSME102509,T-60,45.09,170091.57,82.72,1.19,0
MSME102509,T-30,48.07,164542.88,80.74,1.2,0
MSME102510,T-90,14.51,31527.04,,,0
MSME102510,T-60,14.18,31128.96,,,0
MSME102510,T-30,14.37,36208.88,,,0
MSME102511,T-90,8.82,24577.75,,,0
MSME102511,T-60,8.38,23023.14,,,0
MSME102511,T-30,8.32,22229.91,,,0
MSME102512,T-90,,,,,1
MSME102512,T-60,,,,,1
MSME102512,T-30,,,,,1
MSME102513,T-90,9.89,29597.22,,,0
MSME102513,T-60,9.83,33002.43,,,0
MSME102513,T-30,9.31,33441.14,,,0
MSME102514,T-90,23.22,27436.02,37.68,0.59,0
MSME102514,T-60,25.09,29803.84,37.36,0.64,0
MSME102514,T-30,24.18,27700.1,37.03,0.64,0
MSME102515,T-90,7.84,23585.04,88.41,0.44,0
MSME102515,T-60,7.75,23354.13,90.97,0.45,0
MSME102515,T-30,7.67,24547.1,90.51,0.4,0
MSME102516,T-90,13.61,31203.66,86.03,0.51,0
MSME102516,T-60,13.57,34880.27,83.05,0.53,0
MSME102516,T-30,12.77,31447.31,80.42,0.52,0
MSME102517,T-90,11.0,21590.02,55.72,1.11,0
MSME102517,T-60,11.65,22357.91,52.68,1.11,0
MSME102517,T-30,11.96,20882.02,51.22,1.11,0
MSME102518,T-90,14.49,15957.75,,,0
MSME102518,T-60,15.23,15989.1,,,0
MSME102518,T-30,14.78,16369.23,,,0
MSME102519,T-90,6.03,17637.94,,,1
MSME102519,T-60,6.08,17934.3,,,1
MSME102519,T-30,5.74,17940.62,,,1
MSME102520,T-90,6.81,20379.02,,,1
MSME102520,T-60,6.81,17292.06,,,1
MSME102520,T-30,6.43,15761.12,,,1
MSME102521,T-90,10.3,17620.56,58.71,0.9,0
MSME102521,T-60,9.57,17270.24,58.74,0.91,0
MSME102521,T-30,10.06,16998.88,52.92,0.91,0
MSME102522,T-90,6.23,20006.55,,,0
MSME102522,T-60,6.56,19996.22,,,0
MSME102522,T-30,6.72,21827.76,,,0
MSME102523,T-90,13.35,30522.94,,,0
MSME102523,T-60,13.29,28723.52,,,0
MSME102523,T-30,13.75,30781.9,,,0
MSME102524,T-90,,,,,1
MSME102524,T-60,,,,,1
MSME102524,T-30,,,,,1
MSME102525,T-90,18.94,34330.14,63.07,0.79,0
MSME102525,T-60,18.73,36318.59,65.9,0.78,0
MSME102525,T-30,19.35,39823.99,66.48,0.83,0
MSME102526,T-90,122.84,344705.96,,,0
MSME102526,T-60,120.36,373106.0,,,0
MSME102526,T-30,119.15,371501.67,,,0
MSME102527,T-90,87.36,179698.87,,,0
MSME102527,T-60,93.53,192101.47,,,0
MSME102527,T-30,95.61,178836.98,,,0
MSME102528,T-90,13.51,28332.87,35.73,1.18,0
MSME102528,T-60,14.14,27445.9,35.91,1.27,0
MSME102528,T-30,12.92,26473.65,37.61,1.23,0
MSME102529,T-90,9.09,37300.5,,,0
MSME102529,T-60,9.28,37300.79,,,0
MSME102529,T-30,9.65,33980.02,,,0
MSME102530,T-90,47.18,100932.72,,,0
MSME102530,T-60,45.11,97195.13,,,0
MSME102530,T-30,47.82,103295.23,,,0
MSME102531,T-90,,,54.85,1.19,0
MSME102531,T-60,,,54.57,1.27,0
MSME102531,T-30,,,60.94,1.23,0
MSME102532,T-90,,,43.99,1.05,0
MSME102532,T-60,,,41.83,1.05,0
MSME102532,T-30,,,42.39,1.02,0
MSME102533,T-90,12.57,25439.11,,,0
MSME102533,T-60,12.36,25834.89,,,0
MSME102533,T-30,13.71,26543.39,,,0
MSME102534,T-90,,,,,0
MSME102534,T-60,,,,,0
MSME102534,T-30,,,,,0
MSME102535,T-90,12.65,22559.27,,,0
MSME102535,T-60,12.18,22210.34,,,0
MSME102535,T-30,12.54,25358.02,,,0
MSME102536,T-90,58.94,145158.13,,,1
MSME102536,T-60,57.57,142801.88,,,1
MSME102536,T-30,60.0,128769.99,,,1
MSME102537,T-90,13.13,16797.07,97.23,0.49,0
MSME102537,T-60,11.79,20045.48,84.24,0.47,0
MSME102537,T-30,11.93,18584.25,88.66,0.48,0
MSME102538,T-90,11.8,35614.91,,,0
MSME102538,T-60,11.98,32174.69,,,0
MSME102538,T-30,11.62,33990.76,,,0
MSME102539,T-90,14.38,39544.35,,,0
MSME102539,T-60,15.47,43359.99,,,0
MSME102539,T-30,15.06,44068.42,,,0
MSME102540,T-90,5.84,16499.44,,,1
MSME102540,T-60,5.81,16226.02,,,1
MSME102540,T-30,5.65,16479.73,,,1
MSME102541,T-90,9.03,22072.98,101.99,0.61,1
MSME102541,T-60,8.79,19704.75,119.38,0.56,1
MSME102541,T-30,8.2,19560.72,117.28,0.56,1
MSME102542,T-90,12.72,43357.05,10.52,1.58,0
MSME102542,T-60,12.73,42776.34,10.4,1.49,0
MSME102542,T-30,14.51,42780.2,9.37,1.47,0
MSME102543,T-90,2.8,10014.31,,,1
MSME102543,T-60,2.9,9619.03,,,1
MSME102543,T-30,2.84,9145.74,,,1
MSME102544,T-90,6.09,22043.06,,,0
MSME102544,T-60,6.13,24987.57,,,0
MSME102544,T-30,6.5,26010.73,,,0
MSME102545,T-90,6.79,11218.94,,,1
MSME102545,T-60,6.75,9676.14,,,1
MSME102545,T-30,6.21,9938.06,,,1
MSME102546,T-90,11.5,25721.46,,,0
MSME102546,T-60,12.09,26055.52,,,0
MSME102546,T-30,12.34,23444.67,,,0
MSME102547,T-90,10.19,21023.78,,,0
MSME102547,T-60,10.54,20151.13,,,0
MSME102547,T-30,11.28,18217.59,,,0
MSME102548,T-90,4.0,9335.49,,,1
MSME102548,T-60,3.8,8697.38,,,1
MSME102548,T-30,3.79,8652.52,,,1
MSME102549,T-90,7.1,27534.56,93.56,0.49,0
MSME102549,T-60,6.81,26878.5,98.61,0.51,0
MSME102549,T-30,7.08,30076.83,92.18,0.49,0
MSME102550,T-90,11.6,29591.36,83.41,1.13,0
MSME102550,T-60,11.99,33698.41,77.52,1.17,0
MSME102550,T-30,12.17,33171.82,85.25,1.22,0
MSME102551,T-90,6.91,22742.0,102.76,0.39,0
MSME102551,T-60,7.07,22028.45,92.98,0.41,0
MSME102551,T-30,7.52,22783.65,104.52,0.44,0
MSME102552,T-90,61.89,202884.82,,,0
MSME102552,T-60,64.15,210413.89,,,0
MSME102552,T-30,62.19,210044.03,,,0
MSME102553,T-90,,,28.22,1.62,0
MSME102553,T-60,,,33.13,1.8,0
MSME102553,T-30,,,33.19,1.76,0
MSME102554,T-90,3.1,13120.8,80.58,1.12,1
MSME102554,T-60,3.16,12348.7,80.27,1.09,1
MSME102554,T-30,2.84,13129.26,92.65,1.0,1
MSME102555,T-90,,,,,0
MSME102555,T-60,,,,,0
MSME102555,T-30,,,,,0
MSME102556,T-90,,,60.77,0.65,0
MSME102556,T-60,,,62.62,0.63,0
MSME102556,T-30,,,60.73,0.68,0
MSME102557,T-90,,,55.33,0.87,0
MSME102557,T-60,,,59.01,0.88,0
MSME102557,T-30,,,61.12,0.93,0
MSME102558,T-90,32.83,33109.46,,,0
MSME102558,T-60,32.16,34087.05,,,0
MSME102558,T-30,31.63,30926.2,,,0
MSME102559,T-90,8.92,18633.42,83.71,0.01,0
MSME102559,T-60,9.42,17693.53,85.27,0.01,0
MSME102559,T-30,9.28,18058.43,86.51,0.01,0
MSME102560,T-90,6.91,11543.79,90.67,0.06,0
MSME102560,T-60,7.12,10836.09,90.56,0.06,0
MSME102560,T-30,6.94,12062.85,82.64,0.07,0
MSME102561,T-90,57.33,128379.41,,,1
MSME102561,T-60,53.32,127222.39,,,1
MSME102561,T-30,46.82,118107.09,,,1
MSME102562,T-90,,,,,1
MSME102562,T-60,,,,,1
MSME102562,T-30,,,,,1
MSME102563,T-90,12.79,25954.73,69.35,1.19,0
MSME102563,T-60,13.26,23819.98,63.04,1.22,0
MSME102563,T-30,14.31,23444.38,64.68,1.31,0
MSME102564,T-90,,,89.14,0.18,0
MSME102564,T-60,,,82.83,0.18,0
MSME102564,T-30,,,87.18,0.19,0
MSME102565,T-90,,,,,0
MSME102565,T-60,,,,,0
MSME102565,T-30,,,,,0
MSME102566,T-90,5.07,25000.57,100.16,0.18,0
MSME102566,T-60,5.4,24459.1,95.76,0.18,0
MSME102566,T-30,5.48,26131.87,94.14,0.18,0
MSME102567,T-90,9.55,13570.26,,,1
MSME102567,T-60,9.79,13033.35,,,1
MSME102567,T-30,9.2,13400.4,,,1
MSME102568,T-90,,,,,0
MSME102568,T-60,,,,,0
MSME102568,T-30,,,,,0
MSME102569,T-90,,,47.72,1.4,0
MSME102569,T-60,,,45.64,1.36,0
MSME102569,T-30,,,49.8,1.38,0
MSME102570,T-90,3.12,11275.23,71.46,0.79,0
MSME102570,T-60,2.84,10305.81,68.95,0.79,0
MSME102570,T-30,3.06,9849.45,68.65,0.74,0
MSME102571,T-90,11.85,16038.56,,,0
MSME102571,T-60,12.16,18247.53,,,0
MSME102571,T-30,11.41,18382.01,,,0
MSME102572,T-90,,,65.16,0.88,0
MSME102572,T-60,,,64.53,0.93,0
MSME102572,T-30,,,62.13,0.85,0
MSME102573,T-90,79.02,123634.1,,,0
MSME102573,T-60,77.49,135705.26,,,0
MSME102573,T-30,83.51,133582.09,,,0
MSME102574,T-90,,,,,0
MSME102574,T-60,,,,,0
MSME102574,T-30,,,,,0
MSME102575,T-90,4.17,25104.8,,,1
MSME102575,T-60,3.94,25749.54,,,1
MSME102575,T-30,3.85,23916.86,,,1
MSME102576,T-90,84.48,179352.62,74.29,1.13,0
MSME102576,T-60,85.95,150058.17,66.39,1.2,0
MSME102576,T-30,85.37,161691.2,62.99,1.2,0
MSME102577,T-90,,,,,0
MSME102577,T-60,,,,,0
MSME102577,T-30,,,,,0
MSME102578,T-90,4.95,9452.45,,,0
MSME102578,T-60,5.42,9584.62,,,0
MSME102578,T-30,5.55,9321.7,,,0
MSME102579,T-90,12.13,26513.01,67.46,1.09,0
MSME102579,T-60,11.84,26435.76,63.89,1.09,0
MSME102579,T-30,12.34,26196.97,58.2,1.15,0
MSME102580,T-90,5.16,12335.17,,,1
MSME102580,T-60,4.93,12666.49,,,1
MSME102580,T-30,4.83,12444.57,,,1
MSME102581,T-90,117.99,343318.3,,,0
MSME102581,T-60,121.29,334322.54,,,0
MSME102581,T-30,116.75,374070.26,,,0
MSME102582,T-90,8.93,29067.47,67.97,0.61,0
MSME102582,T-60,9.16,28740.35,74.19,0.63,0
MSME102582,T-30,9.73,27169.46,73.24,0.66,0
MSME102583,T-90,6.22,17665.99,,,0
MSME102583,T-60,6.39,19390.58,,,0
MSME102583,T-30,6.08,18907.4,,,0
MSME102584,T-90,,,58.87,1.02,0
MSME102584,T-60,,,59.19,1.0,0
MSME102584,T-30,,,59.27,1.01,0
MSME102585,T-90,7.09,14954.52,,,0
MSME102585,T-60,7.4,15710.46,,,0
MSME102585,T-30,7.57,16320.72,,,0
MSME102586,T-90,5.93,18710.71,74.12,0.2,0
MSME102586,T-60,6.22,18268.24,82.29,0.19,0
MSME102586,T-30,5.6,17172.34,85.59,0.18,0
MSME102587,T-90,,,,,0
MSME102587,T-60,,,,,0
MSME102587,T-30,,,,,0
MSME102588,T-90,8.0,22480.92,88.0,0.63,1
MSME102588,T-60,7.5,21235.26,89.57,0.61,1
MSME102588,T-30,7.79,19627.16,97.3,0.57,1
MSME102589,T-90,5.89,31618.02,,,0
MSME102589,T-60,5.73,32163.58,,,0
MSME102589,T-30,5.73,34220.73,,,0
MSME102590,T-90,,,70.51,0.82,0
MSME102590,T-60,,,72.19,0.84,0
MSME102590,T-30,,,77.33,0.81,0
MSME102591,T-90,84.25,198223.19,,,0
MSME102591,T-60,85.51,197902.44,,,0
MSME102591,T-30,91.8,198153.07,,,0
MSME102592,T-90,,,,,0
MSME102592,T-60,,,,,0
MSME102592,T-30,,,,,0
MSME102593,T-90,9.99,25482.2,,,0
MSME102593,T-60,10.24,25895.92,,,0
MSME102593,T-30,10.44,27329.52,,,0
MSME102594,T-90,15.55,34973.31,41.67,1.29,0
MSME102594,T-60,15.8,36735.18,41.96,1.39,0
MSME102594,T-30,16.0,37579.74,37.18,1.32,0
MSME102595,T-90,7.32,22830.17,,,0
MSME102595,T-60,6.69,24194.65,,,0
MSME102595,T-30,6.6,24735.42,,,0
MSME102596,T-90,3.92,27474.84,,,0
MSME102596,T-60,4.09,29348.91,,,0
MSME102596,T-30,4.22,28261.19,,,0
MSME102597,T-90,12.03,12900.64,,,0
MSME102597,T-60,12.1,13554.35,,,0
MSME102597,T-30,12.56,12784.06,,,0
MSME102598,T-90,15.51,34911.13,67.5,0.62,0
MSME102598,T-60,16.05,33132.42,72.22,0.62,0
MSME102598,T-30,17.18,32333.42,64.03,0.6,0
MSME102599,T-90,924.3,1766142.8,32.19,1.62,0
MSME102599,T-60,1023.82,1962210.19,31.53,1.53,0
MSME102599,T-30,1089.31,1873930.51,31.54,1.66,0
MSME102600,T-90,9.26,16564.55,,,0
MSME102600,T-60,9.16,16245.79,,,0
MSME102600,T-30,8.64,18437.61,,,0
MSME102601,T-90,37.71,59826.73,91.09,0.95,0
MSME102601,T-60,36.77,64676.6,83.73,0.9,0
MSME102601,T-30,38.16,59691.84,84.21,0.89,0
MSME102602,T-90,1.95,29155.8,22.99,1.11,0
MSME102602,T-60,1.96,29908.17,28.29,1.12,0
MSME102602,T-30,2.17,29975.94,23.87,1.24,0
MSME102603,T-90,,,80.7,0.0,0
MSME102603,T-60,,,85.25,0.0,0
MSME102603,T-30,,,81.46,0.0,0
MSME102604,T-90,11.26,24457.03,98.57,0.21,0
MSME102604,T-60,10.61,24432.85,80.54,0.21,0
MSME102604,T-30,11.53,23596.37,79.94,0.22,0
MSME102605,T-90,6.99,17519.44,92.91,0.1,0
MSME102605,T-60,6.68,18825.6,88.77,0.11,0
MSME102605,T-30,7.29,18612.4,90.73,0.1,0
MSME102606,T-90,8.31,20686.34,,,0
MSME102606,T-60,8.17,21622.06,,,0
MSME102606,T-30,7.89,21976.37,,,0
MSME102607,T-90,,,,,0
MSME102607,T-60,,,,,0
MSME102607,T-30,,,,,0
MSME102608,T-90,,,,,0
MSME102608,T-60,,,,,0
MSME102608,T-30,,,,,0
MSME102609,T-90,13.42,30658.94,,,0
MSME102609,T-60,12.59,30135.77,,,0
MSME102609,T-30,13.85,29586.15,,,0
MSME102610,T-90,64.49,100990.15,,,1
MSME102610,T-60,65.92,94050.77,,,1
MSME102610,T-30,59.51,92919.46,,,1
MSME102611,T-90,61.03,150989.99,64.17,1.14,0
MSME102611,T-60,56.25,144523.71,69.62,1.07,0
MSME102611,T-30,57.44,165956.94,60.4,1.07,0
MSME102612,T-90,17.37,41717.23,,,0
MSME102612,T-60,16.73,41428.23,,,0
MSME102612,T-30,17.87,42343.96,,,0
MSME102613,T-90,84.69,162154.24,,,0
MSME102613,T-60,81.97,175408.86,,,0
MSME102613,T-30,76.86,189671.66,,,0
MSME102614,T-90,6.23,11434.89,,,0
MSME102614,T-60,6.31,11386.94,,,0
MSME102614,T-30,6.58,12265.16,,,0
MSME102615,T-90,10.8,20142.43,,,1
MSME102615,T-60,10.54,19078.92,,,1
MSME102615,T-30,10.77,18146.23,,,1
MSME102616,T-90,10.46,22980.23,,,0
MSME102616,T-60,9.91,21285.6,,,0
MSME102616,T-30,10.91,20919.89,,,0
MSME102617,T-90,53.46,164682.37,,,0
MSME102617,T-60,50.44,160406.59,,,0
MSME102617,T-30,48.42,160550.63,,,0
MSME102618,T-90,,,89.16,0.97,0
MSME102618,T-60,,,85.74,0.98,0
MSME102618,T-30,,,79.96,0.96,0
MSME102619,T-90,11.09,30606.47,,,0
MSME102619,T-60,10.92,31435.55,,,0
MSME102619,T-30,10.48,32383.03,,,0
MSME102620,T-90,65.79,135944.53,,,0
MSME102620,T-60,69.15,145606.85,,,0
MSME102620,T-30,67.86,143637.18,,,0
MSME102621,T-90,,,51.42,1.12,0
MSME102621,T-60,,,48.82,1.22,0
MSME102621,T-30,,,43.47,1.14,0
MSME102622,T-90,7.07,23543.48,,,0
MSME102622,T-60,7.4,24174.83,,,0
MSME102622,T-30,7.3,24185.83,,,0
MSME102623,T-90,836.41,1612973.55,50.68,0.99,0
MSME102623,T-60,849.6,1583432.69,50.43,0.97,0
MSME102623,T-30,774.78,1584201.39,49.8,0.96,0
MSME102624,T-90,10.59,23165.88,,,0
MSME102624,T-60,11.68,24849.81,,,0
MSME102624,T-30,11.58,24066.46,,,0
MSME102625,T-90,11.86,19807.86,,,0
MSME102625,T-60,12.58,22232.11,,,0
MSME102625,T-30,12.39,21906.47,,,0
MSME102626,T-90,8.79,20309.44,,,1
MSME102626,T-60,8.65,19351.22,,,1
MSME102626,T-30,9.02,19533.44,,,1
MSME102627,T-90,12.65,24475.76,,,1
MSME102627,T-60,12.45,26014.94,,,1
MSME102627,T-30,12.38,25233.4,,,1
MSME102628,T-90,6.98,18226.49,93.25,0.66,0
MSME102628,T-60,6.8,17273.83,80.06,0.68,0
MSME102628,T-30,6.61,18115.46,88.61,0.68,0
MSME102629,T-90,15.07,26129.75,84.87,0.41,0
MSME102629,T-60,14.93,28533.57,87.7,0.43,0
MSME102629,T-30,15.79,26851.98,94.2,0.44,0
MSME102630,T-90,15.32,25206.32,,,0
MSME102630,T-60,15.79,26256.61,,,0
MSME102630,T-30,15.43,25691.63,,,0
MSME102631,T-90,,,,,0
MSME102631,T-60,,,,,0
MSME102631,T-30,,,,,0
MSME102632,T-90,,,57.59,0.44,0
MSME102632,T-60,,,58.97,0.46,0
MSME102632,T-30,,,60.02,0.45,0
MSME102633,T-90,20.99,63552.91,61.05,0.65,0
MSME102633,T-60,20.43,67390.86,60.32,0.66,0
MSME102633,T-30,20.29,67322.66,60.65,0.68,0
MSME102634,T-90,11.16,22706.99,87.12,0.7,0
MSME102634,T-60,10.8,23413.18,79.65,0.73,0
MSME102634,T-30,11.46,21812.23,75.63,0.76,0
MSME102635,T-90,5.09,14630.93,,,0
MSME102635,T-60,4.73,14979.28,,,0
MSME102635,T-30,4.8,15734.51,,,0
MSME102636,T-90,,,,,0
MSME102636,T-60,,,,,0
MSME102636,T-30,,,,,0
MSME102637,T-90,14.26,28728.43,,,0
MSME102637,T-60,15.32,28691.28,,,0
MSME102637,T-30,15.31,26430.6,,,0
MSME102638,T-90,111.47,213251.52,50.89,1.28,0
MSME102638,T-60,115.57,221747.3,48.1,1.35,0
MSME102638,T-30,106.56,228444.63,50.11,1.27,0
MSME102639,T-90,11.88,18435.45,,,0
MSME102639,T-60,11.27,18213.19,,,0
MSME102639,T-30,11.54,16573.64,,,0
MSME102640,T-90,,,,,0
MSME102640,T-60,,,,,0
MSME102640,T-30,,,,,0
MSME102641,T-90,,,86.79,0.19,0
MSME102641,T-60,,,81.63,0.19,0
MSME102641,T-30,,,77.65,0.2,0
MSME102642,T-90,12.02,23428.18,,,0
MSME102642,T-60,11.76,23275.42,,,0
MSME102642,T-30,11.12,25747.29,,,0
MSME102643,T-90,,,,,0
MSME102643,T-60,,,,,0
MSME102643,T-30,,,,,0
MSME102644,T-90,12.68,20810.64,90.82,1.03,0
MSME102644,T-60,11.76,18548.15,93.15,1.05,0
MSME102644,T-30,10.91,19877.73,86.84,0.97,0
MSME102645,T-90,67.27,167769.7,72.88,,0
MSME102645,T-60,67.6,168776.65,64.36,,0
MSME102645,T-30,74.47,173080.77,59.65,,0
MSME102646,T-90,,,62.82,1.24,0
MSME102646,T-60,,,70.24,1.19,0
MSME102646,T-30,,,66.6,1.22,0
MSME102647,T-90,128.53,192115.92,,,0
MSME102647,T-60,124.58,196065.82,,,0
MSME102647,T-30,120.52,191545.69,,,0
MSME102648,T-90,58.77,189394.61,,,0
MSME102648,T-60,58.64,188808.09,,,0
MSME102648,T-30,56.18,186093.84,,,0
MSME102649,T-90,71.21,155257.4,,,0
MSME102649,T-60,73.62,165546.12,,,0
MSME102649,T-30,69.76,157996.41,,,0
MSME102650,T-90,512.59,1387421.26,40.32,0.89,0
MSME102650,T-60,552.33,1308493.39,42.0,0.95,0
MSME102650,T-30,561.84,1239039.02,44.48,0.97,0
MSME102651,T-90,10.96,26040.83,51.61,1.04,0
MSME102651,T-60,10.33,25126.13,49.16,0.99,0
MSME102651,T-30,10.98,26421.17,42.99,1.03,0
MSME102652,T-90,13.43,28682.8,,,0
MSME102652,T-60,13.66,30343.3,,,0
MSME102652,T-30,13.95,31952.8,,,0
MSME102653,T-90,,,,,0
MSME102653,T-60,,,,,0
MSME102653,T-30,,,,,0
MSME102654,T-90,4.87,16242.53,,,0
